gregorain_date,gregorian_year,gregorian_month,gregorian_day,is_holiday,event_origin,event_name
1992-06-28 00:00:00,,,,0,۷ تیر,شهادت آیت الله دکتر بهشتی ؛ روز قوه قضاییه
1992-07-01 00:00:00,,,,0,۱۰ تیر,روز صنعت و معدن
1992-07-04 00:00:00,,,,0,۱۳ تیر,تیر روز،جشن تیرگان
1992-07-05 00:00:00,,,,0,۱۴ تیر,روز قلم
1992-07-06 00:00:00,,,,0,۱۵ تیر,جشن خام خواری
1992-07-10 00:00:00,,,,1,۹ محرم,تاسوعای حسینی
1992-07-11 00:00:00,,,,1,۱۰ محرم,عاشورای حسینی
1992-07-13 00:00:00,,,,0,۱۲ محرم,شهادت  امام زین العابدین علیه السلام
1992-07-18 00:00:00,,,,0,۲۷ تیر,اعلام پذیرش قطعنامه 598 شورای امنیت از سوی ایران
1992-07-16 00:00:00,,,,0,۲۵ تیر,روز بهزیستی و تامین اجتماعی
1992-07-28 00:00:00,,,,0,۶ مرداد,روز ترویج آموزش های فنی و حرفه ای
1992-07-29 00:00:00,,,,0,۷ مرداد,مرداد روز،جشن مردادگان
1992-07-30 00:00:00,,,,0,۸ مرداد,روز بزرگداشت شیخ شهاب الدین سهروردی
1992-08-01 00:00:00,,,,0,۱۰ مرداد,جشن چله تابستان
1992-08-05 00:00:00,,,,0,۱۴ مرداد,صدور فرمان مشروطیت
1992-08-08 00:00:00,,,,0,۱۷ مرداد,روز خبرنگار
1992-08-13 00:00:00,,,,0,۱۳ اوت,روز جهانی چپ دست ها
1992-08-17 00:00:00,,,,0,۲۶ مرداد,سالروز ورود آزادگانِ سرافراز به وطن
1992-08-19 00:00:00,,,,0,۲۸ مرداد,سالروز کودتای 28 مرداد علیه دولت دکتر محمد مصدق
1992-08-19 00:00:00,,,,0,۲۸ مرداد,سالروز فاجعه آتش زدن سینما رکس آبادان
1992-08-20 00:00:00,,,,1,۲۰ صفر,اربعین حسینی
1992-08-23 00:00:00,,,,0,۱ شهریور,روز بزرگداشت ابوعلی سینا و روز پزشک
1992-08-26 00:00:00,,,,0,۴ شهریور,زادروز داراب (کوروش)
1992-08-26 00:00:00,,,,0,۴ شهریور,شهریور روز،جشن شهریورگان
1992-08-26 00:00:00,,,,0,۴ شهریور,روز کارمند
1992-08-24 00:00:00,,,,0,۲ شهریور,آغاز هفته دولت
1992-08-27 00:00:00,,,,0,۵ شهریور,روز بزرگداشت محمدبن زکریای رازی و روز داروساز
1992-08-28 00:00:00,,,,1,۲۸ صفر,رحلت  رسول اکرم؛شهادت امام حسن مجتبی علیه السلام
1992-08-30 00:00:00,,,,0,۸ شهریور,روز مبارزه با تروریسم
1992-08-30 00:00:00,,,,0,۱ ربيع الاول,هجرت پیامبر اکرم از مکه به مدینه
1992-08-30 00:00:00,,,,0,۳۰ اوت,تولد ارنست رادفورد، فیزیکدان انگلیسی و پدر انرژی هسته ای
1992-09-01 00:00:00,,,,0,۱۰ شهریور,امضای معاهده تقسیم ایران بین روسیه و انگلیس
1992-09-02 00:00:00,,,,0,۱۱ شهریور,روزصنعت چاپ
1992-09-02 00:00:00,,,,0,۱۱ شهریور,وقوع زلزله بویین زهرا و مرگ بیش از 25 هزار نفر
1992-09-02 00:00:00,,,,0,۲ سپتامبر,وقوع آتش سوزی بزرگ لندن
1992-09-04 00:00:00,,,,0,۱۳ شهریور,روز بزرگداشت ابوریحان بیرونی
1992-09-04 00:00:00,,,,0,۱۳ شهریور,روزتعاون
1992-09-08 00:00:00,,,,0,۱۷ شهریور,قیام 17 شهریور
1992-09-06 00:00:00,,,,1,۸ ربيع الاول,شهادت امام حسن عسکری علیه السلام
1992-09-10 00:00:00,,,,0,۱۹ شهریور,وفات آیت الله سید محمود طالقانی اولین امام جمعه تهران
1992-09-10 00:00:00,,,,0,۱۲ ربيع الاول,میلاد رسول اکرم به روایت اهل سنت
1992-09-10 00:00:00,,,,0,۱۰ سپتامبر,روز جهانی پیشگیری از خودکشی
1992-09-11 00:00:00,,,,0,۱۱ سپتامبر,حمله به برج‌های دوقلوی مرکز تجارت جهانی
1992-09-13 00:00:00,,,,0,۱۳ سپتامبر,روز گرامیداشت برنامه نویسان
1992-09-12 00:00:00,,,,0,۲۱ شهریور,روز سینما
1992-09-15 00:00:00,,,,1,۱۷ ربيع الاول,میلاد رسول اکرم و امام جعفر صادق علیه السلام
1992-09-18 00:00:00,,,,0,۲۷ شهریور,روز شعر و ادب پارسی و  روز بزرگداشت استاد شهریار
1992-09-22 00:00:00,,,,0,۳۱ شهریور,آغاز هفته دفاع مقدس
1992-09-21 00:00:00,,,,0,۳۰ شهریور,روز گفتگوی تمدنها
1992-09-21 00:00:00,,,,0,۲۱ سپتامبر,روز جهانی صلح
1992-09-27 00:00:00,,,,0,۲۷ سپتامبر,روز جهانی جهانگردی
1992-09-26 00:00:00,,,,0,۲۶ سپتامبر,ارائه نظریه نسبیت خاص توسط آلبرت انیشتین
1992-09-29 00:00:00,,,,0,۷ مهر,روز آتش نشانی و ایمنی
1992-09-29 00:00:00,,,,0,۷ مهر,سقوط هواپیمای حامل جمعی از فرماندهان جنگ (کلاهدوز، نامجو، فلاحی، فکوری، جهان آرا) در سال 1360
1992-09-30 00:00:00,,,,0,۸ مهر,روزبزرگداشت مولوی
1992-09-30 00:00:00,,,,0,۳۰ سپتامبر,روز جهانی ناشنوایان
1992-09-30 00:00:00,,,,0,۳۰ سپتامبر,روز جهانی ترجمه و مترجم
1992-10-01 00:00:00,,,,0,۱ اکتبر,روز جهانی سالمندان
1992-10-09 00:00:00,,,,0,۹ اکتبر,روز جهانی پست
1992-10-06 00:00:00,,,,0,۱۴ مهر,روز دامپزشکی
1992-10-06 00:00:00,,,,0,۸ ربيع الثاني,ولادت امام حسن عسکری علیه السلام
1992-10-05 00:00:00,,,,0,۱۳ مهر,روز نیروی انتظامی
1992-10-05 00:00:00,,,,0,۵ اکتبر,روز جهانی معلم
1992-10-03 00:00:00,,,,0,۱۱ مهر,آغاز به کار نخستین فرستنده تلویزیون ایران
1992-10-12 00:00:00,,,,0,۲۰ مهر,روز بزرگداشت حافظ
1992-10-08 00:00:00,,,,0,۱۶ مهر,مهر روز،جشن مهرگان
1992-10-08 00:00:00,,,,0,۸ اکتبر,روز جهانی کودک
1992-10-08 00:00:00,,,,0,۱۰ ربيع الثاني,وفات حضرت معصومه سلام الله علیها
1992-10-13 00:00:00,,,,0,۲۱ مهر,جشن پیروزی کاوه و فریدون
1992-10-14 00:00:00,,,,0,۱۴ اکتبر,روز جهانی استاندارد
1992-10-15 00:00:00,,,,0,۱۵ اکتبر,روز جهانی عصای سفید
1992-10-17 00:00:00,,,,0,۱۷ اکتبر,روز جهانی ریشه کنی فقر
1992-10-18 00:00:00,,,,0,۲۶ مهر,روز تربیت بدنی و ورزش
1992-10-18 00:00:00,,,,0,۱۸ اکتبر,درگذشت توماس ادیسون
1992-10-21 00:00:00,,,,0,۲۱ اکتبر,اختراع لامپ برق توسط توماس ادیسون
1992-10-23 00:00:00,,,,0,۱ آبان,روز آمار و برنامه ریزی
1992-10-30 00:00:00,,,,0,۸ آبان,روز نوجوان
1992-10-29 00:00:00,,,,0,۷ آبان,روز کوروش بزرگ
1992-11-01 00:00:00,,,,0,۱۰ آبان,آبان روز، جشن آبانگان
1992-11-01 00:00:00,,,,0,۵ جمادي الاولي,ولادت حضرت زینب سلام الله علیها و روز پرستار و بهورز
1992-11-05 00:00:00,,,,0,۱۴ آبان,روز فرهنگ عمومی
1992-11-07 00:00:00,,,,0,۷ نوامبر,تولد ماری کوری کاشف پولونیم و رادیوم
1992-11-04 00:00:00,,,,0,۱۳ آبان,روز دانش آموز
1992-11-06 00:00:00,,,,0,۱۵ آبان,جشن میانه پاییز
1992-11-04 00:00:00,,,,0,۴ نوامبر,تولد فردریک بانتینگ کاشف انسولین
1992-11-09 00:00:00,,,,0,۱۸ آبان,روز ملی کیفیت
1992-11-12 00:00:00,,,,0,۲۱ آبان,زادروز نیما یوشیج پدر شعر نو پارسی
1992-11-15 00:00:00,,,,0,۲۴ آبان,روز کتاب و کتابخوانی
1992-11-17 00:00:00,,,,0,۱۷ نوامبر,روز جهانی فلسفه
1992-11-22 00:00:00,,,,0,۱ آذر,آذر جشن
1992-11-25 00:00:00,,,,0,۲۵ نوامبر,ارائه نظریه نسبیت عام توسط آلبرت انیشتین
1992-11-25 00:00:00,,,,0,۲۵ نوامبر,روز جهانی مبارزه با خشونت علیه زنان
1992-11-26 00:00:00,,,,0,۵ آذر,روز بسیج مستضعفان
1992-11-28 00:00:00,,,,0,۷ آذر,روز نیروی دریایی
1992-11-28 00:00:00,,,,1,۳ جمادي الثانيه,شهادت حضرت فاطمه زهرا سلام الله علیها
1992-11-30 00:00:00,,,,0,۹ آذر,آذر روز، جشن آذرگان
1992-12-01 00:00:00,,,,0,۱۰ آذر,روز مجلس
1992-12-01 00:00:00,,,,0,۱ دسامبر,روز جهانی ایدز
1992-12-03 00:00:00,,,,0,۱۲ آذر,تصویب قانون اساسی جمهوری اسلامی ایران
1992-12-03 00:00:00,,,,0,۳ دسامبر,روز جهانی معلولان
1992-12-04 00:00:00,,,,0,۱۳ آذر,روز بیمه
1992-12-06 00:00:00,,,,0,۱۵ آذر,روز حسابدار
1992-12-07 00:00:00,,,,0,۱۶ آذر,روز دانشجو
1992-12-16 00:00:00,,,,0,۲۵ آذر,روز پژوهش
1992-12-15 00:00:00,,,,0,۲۰ جمادي الثانيه,ولادت حضرت فاطمه زهرا سلام الله علیها و روز زن
1992-12-17 00:00:00,,,,0,۲۶ آذر,روز حمل و نقل
1992-12-20 00:00:00,,,,0,۲۰ دسامبر,زادروز دیوید بوهم فیزیک دان مشهور آمریکایی
1992-12-21 00:00:00,,,,0,۳۰ آذر,جشن شب یلدا
1992-12-22 00:00:00,,,,0,۱ دی,روز میلاد خورشید؛ جشن خرم روز، نخستین جشن دیگان
1992-12-25 00:00:00,,,,0,۲۵ دسامبر,جشن کریسمس
1992-12-28 00:00:00,,,,0,۳ رجب,شهادت امام علی النقی الهادی علیه السلام
1992-12-26 00:00:00,,,,0,۵ دی,سالروز زمین لرزه ی بم در سال 1382
1992-12-26 00:00:00,,,,0,۱ رجب,ولادت  امام محمد باقر علیه السلام
1992-12-26 00:00:00,,,,0,۵ دی,سالروز شهادت آشو زرتشت، اَبَراِنسان بزرگ تاریخ
1992-12-29 00:00:00,,,,0,۸ دی,دی به آذر روز، دومین جشن دیگان
1993-01-01 00:00:00,,,,0,۱ ژانویه,جشن آغاز سال نو میلادی
1993-01-03 00:00:00,,,,0,۱۳ دی,درگذشت نیما یوشیج پدر شعر نو پارسی
1993-01-05 00:00:00,,,,0,۱۵ دی,دی به مهر روز، سومین جشن دیگان
1993-01-04 00:00:00,,,,0,۱۰ رجب,ولادت امام محمد تقی علیه السلام
1993-01-07 00:00:00,,,,1,۱۳ رجب,ولادت امام علی علیه السلام و روز پدر
1993-01-09 00:00:00,,,,0,۱۵ رجب,وفات حضرت زینب سلام الله علیها
1993-01-10 00:00:00,,,,0,۲۰ دی,سالروز قتل امیرکبیر به دستور ناصرالدین شاه قاجار
1993-01-13 00:00:00,,,,0,۲۳ دی,دی به دین روز، چهارمین جشن دیگان
1993-01-17 00:00:00,,,,0,۲۷ دی,اجرای توافق نامه‌ی برجام
1993-01-22 00:00:00,,,,0,۲ بهمن,بهمن روز، جشن بهمنگان
1993-01-19 00:00:00,,,,0,۲۵ رجب,شهادت امام موسی کاظم علیه السلام
1993-01-27 00:00:00,,,,0,۴ شعبان,ولادت ابوالفضل العباس علیه السلام و روز جانباز
1993-01-21 00:00:00,,,,0,۱ بهمن,زادروز فردوسی
1993-01-26 00:00:00,,,,0,۳ شعبان,ولادت سالار شهیدان، امام حسین علیه السلام و روز پاسدار
1993-01-21 00:00:00,,,,1,۲۷ رجب,مبعث  رسول اکرم
1993-01-25 00:00:00,,,,0,۵ بهمن,جشن نوسره
1993-01-28 00:00:00,,,,0,۵ شعبان,ولادت امام زین العابدین علیه السلام
1993-01-30 00:00:00,,,,0,۱۰ بهمن,جشن سده
1993-02-01 00:00:00,,,,0,۱۲ بهمن,بازگشت امام خمینی به ایران
1993-02-04 00:00:00,,,,0,۱۵ بهمن,جشن میانه زمستان
1993-02-03 00:00:00,,,,0,۱۱ شعبان,ولادت علی اکبر علیه السلام و روز جوان
1993-02-12 00:00:00,,,,0,۱۲ فوریه,زادروز چارلز داروین بنیانگذار نظریه‌ی فرگشت از طریق انتخاب طبیعی
1993-02-08 00:00:00,,,,0,۱۹ بهمن,روز نیروی هوایی
1993-02-07 00:00:00,,,,1,۱۵ شعبان,ولادت حضرت قائم عجل الله تعالی فرجه و جشن نیمه شعبان
1993-02-11 00:00:00,,,,0,۱۱ فوریه,تولد توماس ادیسون
1993-02-11 00:00:00,,,,0,۱۱ فوریه,حمله به سفارت روسیه و قتل گریبایدوف سفیر روسیه تزاری در ایران
1993-02-11 00:00:00,,,,1,۲۲ بهمن,پیروزی انقلاب اسلامی
1993-02-21 00:00:00,,,,0,۲۱ فوریه,روز جهانی زبان مادری
1993-02-21 00:00:00,,,,0,۲۱ فوریه,درگذشت فردریک بانتینگ کاشف انسولین
1993-02-24 00:00:00,,,,0,۵ اسفند,جشن اسفندگان(سپندارمذگان) روز عشق
1993-02-24 00:00:00,,,,0,۵ اسفند,روز بزرگداشت زمین و بانوان
1993-02-24 00:00:00,,,,0,۵ اسفند,روز بزرگداشت خواجه نصیر الدین طوسی و روز مهندس
1993-02-26 00:00:00,,,,0,۷ اسفند,سالروز استقلال کانون وکلای دادگستری و روز وکیل مدافع
1993-02-26 00:00:00,,,,0,۷ اسفند,سالروز درگذشت علی اکبر دهخدا
1993-03-06 00:00:00,,,,0,۱۵ اسفند,روز درختکاری
1993-03-05 00:00:00,,,,0,۱۴ اسفند,روز احسان و نیکوکاری
1993-03-05 00:00:00,,,,0,۱۴ اسفند,سالروز درگذشت دکتر محمد مصدق
1993-03-09 00:00:00,,,,0,۱۵ رمضان,ولادت امام حسن مجتبی علیه السلام
1993-03-08 00:00:00,,,,0,۸ مارس,روزجهانی زنان
1993-03-12 00:00:00,,,,0,۱۸ رمضان,شب قدر
1993-03-13 00:00:00,,,,0,۱۹ رمضان,ضربت خوردن حضرت علی علیه السلام
1993-03-14 00:00:00,,,,0,۱۴ مارس,تولد آلبرت انیشتین
1993-03-15 00:00:00,,,,1,۲۱ رمضان,شهادت حضرت علی علیه السلام
1993-03-16 00:00:00,,,,0,۲۵ اسفند,پایان سرایش شاهنامه
1993-03-16 00:00:00,,,,0,۲۲ رمضان,شب قدر
1993-03-16 00:00:00,,,,0,۲۵ اسفند,جشن چهارشنبه سوری
1993-03-20 00:00:00,,,,1,۲۹ اسفند,روز ملی شدن صنعت نفت ایران
1993-03-21 00:00:00,,,,1,۱ فروردین,جشن نوروز/جشن سال نو
1993-03-25 00:00:00,,,,1,۲ شوال,تعطیل به مناسبت عید سعید فطر
1993-03-24 00:00:00,,,,1,۴ فروردین,عیدنوروز
1993-03-24 00:00:00,,,,1,۱ شوال,عید سعید فطر
1993-03-22 00:00:00,,,,1,۲ فروردین,عیدنوروز
1993-03-23 00:00:00,,,,1,۳ فروردین,عیدنوروز
1993-03-27 00:00:00,,,,0,۲۷ مارس,روز جهانی تئاتر
1993-03-26 00:00:00,,,,0,۶ فروردین,روز امید، روز شادباش نویسی
1993-03-26 00:00:00,,,,0,۶ فروردین,زادروز آشو زرتشت، اَبَراِنسان بزرگ تاریخ
1993-03-30 00:00:00,,,,0,۱۰ فروردین,جشن آبانگاه
1993-04-01 00:00:00,,,,1,۱۲ فروردین,روز جمهوری اسلامی ایران
1993-04-02 00:00:00,,,,1,۱۳ فروردین,جشن سیزده به در
1993-04-07 00:00:00,,,,0,۷ آوریل,روز جهانی بهداشت
1993-04-06 00:00:00,,,,0,۱۷ فروردین,سروش روز،جشن سروشگان
1993-04-08 00:00:00,,,,0,۱۹ فروردین,فروردین روز،جشن فروردینگان
1993-04-14 00:00:00,,,,0,۲۵ فروردین,روز بزرگداشت عطار نیشابوری
1993-04-18 00:00:00,,,,0,۲۹ فروردین,روز ارتش جمهوری اسلامی ایران
1993-04-17 00:00:00,,,,1,۲۵ شوال,شهادت امام جعفر صادق علیه السلام
1993-04-21 00:00:00,,,,0,۱ اردیبهشت,روز بزرگداشت سعدی
1993-04-22 00:00:00,,,,0,۲۲ آوریل,جشن گیاه آوری؛روز زمین پاک
1993-04-23 00:00:00,,,,0,۳ اردیبهشت,روزبزرگداشت شیخ بهایی؛ روزملی کارآفرینی
1993-04-23 00:00:00,,,,0,۱ ذوالقعده,ولادت حضرت معصومه سلام الله علیها و روز دختران
1993-04-24 00:00:00,,,,0,۴ اردیبهشت,آغاز به کار نخستین فرستنده عمومی رادیویی در ایران به نام «رادیو تهران»
1993-04-29 00:00:00,,,,0,۹ اردیبهشت,روزشوراها
1993-04-29 00:00:00,,,,0,۹ اردیبهشت,روز جهانی روانشناس و مشاور
1993-05-01 00:00:00,,,,0,۱ مه,روزجهانی  کارگر
1993-05-01 00:00:00,,,,0,۱۱ اردیبهشت,انتشار نخستین روزنامه در ایران به نام «کاغذ اخبار» توسط «میرزا صالح شیرازی»
1993-05-03 00:00:00,,,,0,۱۱ ذوالقعده,ولادت امام  رضا علیه السلام
1993-05-02 00:00:00,,,,0,۱۲ اردیبهشت,شهادت استاد مرتضی مطهری، روزمعلم
1993-04-30 00:00:00,,,,0,۱۰ اردیبهشت,جشن چهلم نوروز؛ روزملی خلیج فارس
1993-05-05 00:00:00,,,,0,۱۵ اردیبهشت,جشن میانه بهار/جشن بهاربد؛ روز شیراز
1993-05-05 00:00:00,,,,0,۵ مه,روز جهانی ماما
1993-05-07 00:00:00,,,,0,۱۷ اردیبهشت,روز اسنادملی و میراث مکتوب
1993-05-08 00:00:00,,,,0,۸ مه,روز جهانی صلیب سرخ و هلال احمر
1993-05-15 00:00:00,,,,0,۲۵ اردیبهشت,روز بزرگداشت فردوسی
1993-05-17 00:00:00,,,,0,۲۷ اردیبهشت,روز ارتباطات و روابط عمومی
